ID,Category,CategoryForExport,Subcategory,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,OMP
18.9.30.4,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: File Explorer (formerly Windows Explorer): ,File Explorer: Turn off shell protocol protected mode,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,PreXPSP2ShellProtocolBehavior,,,,0,0,=,Medium,� 
18.9.39.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Location and Sensors,Location and Sensors: Turn off location,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableLocation,,,,0,1,=,Medium,� 
18.9.43.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Messaging,Messaging: Allow Message Service Cloud Sync,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Messaging,AllowMessageSync,,,,1,0,=,Medium,� 
18.9.44.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Microsoft account,Microsoft account: Block all consumer Microsoft account user authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftAccount,DisableUserAuth,,,,0,1,=,Medium,� 
18.9.52.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: NetMeeting,OneDrive: Prevent the usage of OneDrive for file storage,Registry,,HKLM:\Software\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,,,,0,1,=,Medium,� 
18.9.59.2.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Connection Client: Do not allow passwords to be saved,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DisablePasswordSaving,,,,0,1,=,Medium,� 
18.9.59.3.2.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Connections: Restrict Remote Desktop Services users to a single Remote Desktop Services session,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fSingleSessionPerUser,,,,1,1,=,Medium,� 
18.9.59.3.3.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Device and Resource Redirection: Do not allow COM port redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCcm,,,,0,1,=,Medium,� 
18.9.59.3.3.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Device and Resource Redirection: Do not allow drive redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCdm,,,,0,1,=,Medium,� 
18.9.59.3.3.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Device and Resource Redirection: Do not allow LPT port redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableLPT,,,,0,1,=,Medium,� 
18.9.59.3.3.4,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Device and Resource Redirection: Do not allow supported Plug and Play device redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisablePNPRedir,,,,0,1,=,Medium,� 
18.9.59.3.9.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Security: Always prompt for password upon connection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fPromptForPassword,,,,0,1,=,Medium,� 
18.9.59.3.9.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Security: Require secure RPC communication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fEncryptRPCTraffic,,,,0,1,=,Medium,� 
18.9.59.3.9.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Security: Require use of specific security layer for remote (RDP) connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,SecurityLayer,,,,0,2,=,Medium,� 
18.9.59.3.9.4,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Security: Require user authentication for remote connections by using Network Level Authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,UserAuthentication,,,,1,1,=,Medium,� 
18.9.59.3.9.5,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Security: Set client connection encryption level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MinEncryptionLevel,,,,3,3,=,Medium,� 
18.9.59.3.10.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Session Time Limits: Set time limit for active but idle Remote Desktop Services sessions,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MaxIdleTime,,,,,900000,<=,Medium,� 
18.9.59.3.10.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Session Time Limits: Set time limit for disconnected sessions,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MaxDisconnectionTime,,,,,60000,=,Medium,� 
18.9.59.3.11.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Temporary folders: Do not delete temp folders upon exit,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DeleteTempDirsOnExit,,,,0,1,=,Medium,� 
18.9.59.3.11.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Password Synchronization,Remote Desktop Session Host: Temporary folders: Do not use temporary folders per session,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,PerSessionTempDir,,,,0,1,=,Medium,� 
18.9.60.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Portable Operating System,RSS Feeds: Prevent downloading of enclosures,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Feeds,DisableEnclosureDownload,,,,0,1,=,Medium,� 
18.9.61.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Presentation Settings,Search: Allow Cloud Search,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCloudSearch,,,,1,0,=,Medium,� 
18.9.61.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Presentation Settings,Search: Allow indexing of encrypted files,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowIndexingEncryptedStoresOrItems,,,,0,0,=,Medium,� 
18.9.66.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Security Center,Software Protection Platform: Turn off KMS Client Online AVS Validation,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\CurrentVersion\Software Protection Platform,NoGenTicket,,,,0,1,=,Medium,� 
18.9.77.3.1,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,MAPS: Configure local setting override for reporting to Microsoft MAPS,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,LocalSettingOverrideSpynetReporting,,,,0,0,=,Medium,� 
18.9.77.3.2,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,MAPS: Join Microsoft MAPS,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,SpynetReporting,,,,0,0,=|0,Medium,� 
18.9.77.7.1,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,Real-time Protection: Turn on behavior monitoring (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,,,,1,1,=,Medium,� 
18.9.77.9.1,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,Reporting: Configure Watson events,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Reporting,DisableGenericRePorts,,,,1,0,=,Medium,� 
18.9.77.10.1,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,Scan: Scan removable drives,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,,,,0,1,=,Medium,� 
18.9.77.10.2,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,Scan: Turn on e-mail scanning,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableEmailScanning,,,,0,1,=,Medium,� 
18.9.77.14,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,Configure detection for potentially unwanted applications,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,PUAProtection,,,,0,1,=,Medium,� 
18.9.77.15,Microsoft Defender Antivirus,Administrative Templates (Computer),Windows Components: Text Input,Turn off Windows Defender Antivirus,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,DisableAntiSpyware,,,,0,0,=,Medium,� 
18.9.80.1.1.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Customer Experience Improvement Program,File Explorer: Configure Windows Defender SmartScreen,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableSmartScreen,,,,0,1,=,Medium,� 
18.9.80.1.1.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Customer Experience Improvement Program,File Explorer: Configure Windows Defender SmartScreen to warn and prevent bypass,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,ShellSmartScreenLevel,,,,Warn,Block,=,Medium,� 
18.9.84.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Hello for Business (formerly Microsoft Passport for Work),Windows Ink Workspace: Allow suggested apps in Windows Ink Workspace,Registry,,HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace,AllowSuggestedAppsInWindowsInkWorkspace,,,,1,0,=,Medium,� 
18.9.84.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Hello for Business (formerly Microsoft Passport for Work),Windows Ink Workspace: Allow Windows Ink Workspace,Registry,,HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace,AllowWindowsInkWorkspace,,,,1,1,<=,Medium,� 
18.9.85.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Ink Workspace,Windows Installer: Allow user control over installs,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,EnableUserControl,,,,0,0,=,Medium,� 
18.9.85.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Ink Workspace,Windows Installer: Always install with elevated privileges,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,,,,0,0,=,Medium,� 
18.9.85.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Ink Workspace,Windows Installer: Prevent Internet Explorer security prompt for Windows Installer scripts,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,SafeForScripting,,,,0,0,=,Medium,� 
18.9.86.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Installer,Windows Logon Options: Sign-in and lock last interactive user automatically after a restart,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableAutomaticRestartSignOn,,,,1,0,=,Medium,� 
18.9.95.1,PowerShell,Administrative Templates (Computer),Windows Components: Windows Movie Maker,Turn on PowerShell Script Block Logging,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,,,,1,0,=,Medium,� 
18.9.95.2,PowerShell,Administrative Templates (Computer),Windows Components: Windows Movie Maker,Turn on PowerShell Transcription,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,,,,0,0,=,Medium,� 
18.9.97.1.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Client: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowBasic,,,,0,0,=,Medium,� 
18.9.97.1.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Client: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowUnencryptedTraffic,,,,0,1,=,Medium,� 
18.9.97.1.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Client: Disallow Digest authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowDigest,,,,0,0,=,Medium,� 
18.9.97.2.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Service: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowBasic,,,,0,0,=,Medium,� 
18.9.97.2.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Service: Allow remote server management through WinRM,Registry,,HKLM:Software\Policies\Microsoft\Windows\WinRM\Service,AllowAutoConfig,,,,0,0,=,Medium,� 
18.9.97.2.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Service: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowUnencryptedTraffic,,,,0,1,=,Medium,� 
18.9.97.2.4,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Reliability Analysis,WinRM Service: Disallow WinRM from storing RunAs credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,DisableRunAs,,,,0,1,=,Medium,� 
18.9.98.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Remote Management (WinRM): WinRM Service,Windows Remote Shell: Allow Remote Shell Access,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS,AllowRemoteShellAccess,,,,1,0,=,Medium,� 
18.9.99.2.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows Remote Shell,App and browser protection: Prevent users from modifying settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection,DisallowExploitProtectionOverride,,,,0,1,=,Medium,� 
18.9.102.1.1.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Manage preview builds (ManagePreviewBuilds),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,ManagePreviewBuilds,,,,0,1,=,Medium,� 
18.9.102.1.1.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Manage preview builds (ManagePreviewBuildsPolicyValue),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,ManagePreviewBuildsPolicyValue,,,,0,1,=,Medium,� 
18.9.102.1.2.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdates),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferFeatureUpdates,,,,0,1,=,Medium,� 
18.9.102.1.2.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Select when Preview Builds and Feature Updates are received (BranchReadinessLevel),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,BranchReadinessLevel,,,,,16,=,Medium,� 
18.9.102.1.2.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdatesPeriodInDays),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferFeatureUpdatesPeriodInDays,,,,,180,>=,Medium,� 
18.9.102.1.3.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Select when Quality Updates are received (DeferQualityUpdates),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdates,,,,1,1,=,Medium,� 
18.9.102.1.3.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Windows Update for Business: Select when Quality Updates are received (DeferQualityUpdatesPeriodInDays),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,DeferQualityUpdatesPeriodInDays,,,,0,0,>=,Medium,� 
18.9.102.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Configure Automatic Updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoUpdate,,,,1,1,>=,Medium,� 
18.9.102.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: Configure Automatic Updates: Scheduled install day,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,ScheduledInstallDay,,,,,0,>=,Medium,� 
18.9.102.4,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Windows System Resource Manager,Windows Update: No auto-restart with logged on users for scheduled automatic updates installations,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoRebootWithLoggedOnUsers,,,,0,0,>=,Medium,� 
